rank,club,rating,link,gender,class,season,web_source
--,CLC 2024 Bold,--,,girls,2024,2024,insidelacrosse
--,CLC 2024 Pride,--,,girls,2024,2024,insidelacrosse
--,Charlotte Style 2024,--,,girls,2024,2024,insidelacrosse
--,Check-Hers 2024 Black,--,,girls,2024,2024,insidelacrosse
--,Coppermine North 2024,--,,girls,2024,2024,insidelacrosse
--,CT Grizzlies 2024 Navy,--,,girls,2024,2024,insidelacrosse
--,Detroit United Panthers 2024,--,,girls,2024,2024,insidelacrosse
--,Dynamic Lacrosse 2024,--,,girls,2024,2024,insidelacrosse
--,Dynasty Elite 2024 Bravo,--,,girls,2024,2024,insidelacrosse
--,Dynasty Elite 2024 Zulu,--,,girls,2024,2024,insidelacrosse
--,FLG All LI 2024 (Hungtington),--,,girls,2024,2024,insidelacrosse
--,Florida Shine Elite 2024,--,,girls,2024,2024,insidelacrosse
--,Gold Coast 2024 Gold,--,,girls,2024,2024,insidelacrosse
--,Gold Coast 2024 Silver,--,,girls,2024,2024,insidelacrosse
--,Hurricanes 2024 White,--,,girls,2024,2024,insidelacrosse
--,Intrepid Open 2024,--,,girls,2024,2024,insidelacrosse
--,Lakeshore 2024,--,,girls,2024,2024,insidelacrosse
--,Lax Maniax 2024 Black,--,,girls,2024,2024,insidelacrosse
--,LI Jesters 2024 Black,--,,girls,2024,2024,insidelacrosse
--,LI Jesters 2024 Pink,--,,girls,2024,2024,insidelacrosse
--,LI Legacy 2024 Blue,--,,girls,2024,2024,insidelacrosse
--,Lift Lacrosse 2024,--,,girls,2024,2024,insidelacrosse
--,M&D Shore 2024 Black,--,,girls,2024,2024,insidelacrosse
--,MACLAX HS 2024/2025 BLUE,--,,girls,2024,2024,insidelacrosse
--,Mad Dog NJ North 2024 Black,--,,girls,2024,2024,insidelacrosse
--,Mad Dog West Elite 2024,--,,girls,2024,2024,insidelacrosse
--,MFL 2024 Black,--,,girls,2024,2024,insidelacrosse
--,MFL 2024 Blue,--,,girls,2024,2024,insidelacrosse
--,MC Elite 2024 Midnight,--,,girls,2024,2024,insidelacrosse
--,MD United 2024 East,--,,girls,2024,2024,insidelacrosse
--,MDLAX Black 2024,--,,girls,2024,2024,insidelacrosse
--,Metro 2024 Blue,--,,girls,2024,2024,insidelacrosse
--,Metro 2024 Green,--,,girls,2024,2024,insidelacrosse
--,Ladies Bigfoot Lacrosse Gold 2024,--,,girls,2024,2024,insidelacrosse
--,NEMS 2024,--,,girls,2024,2024,insidelacrosse
--,Next Level 2024/2025,--,,girls,2024,2024,insidelacrosse
--,NXT 2024 Black,--,,girls,2024,2024,insidelacrosse
--,NXT 2024 Black,--,,girls,2024,2024,insidelacrosse
--,NXT 2024 Volt,--,,girls,2024,2024,insidelacrosse
--,Phantastix 2024 Purple,--,,girls,2024,2024,insidelacrosse
--,Phantastix 2024 West,--,,girls,2024,2024,insidelacrosse
--,Phantastix 2024 White,--,,girls,2024,2024,insidelacrosse
--,Pittsburgh Premier 2024 Blue,--,,girls,2024,2024,insidelacrosse
--,Predators 2024,--,,girls,2024,2024,insidelacrosse
--,PLG OH Varsity 2024,--,,girls,2024,2024,insidelacrosse
--,Pride 2024 Loudon,--,,girls,2024,2024,insidelacrosse
--,Primetime 2024,--,,girls,2024,2024,insidelacrosse
--,Pure Advantage High School 2024,--,,girls,2024,2024,insidelacrosse
--,Rebels 2024,--,,girls,2024,2024,insidelacrosse
--,Reign 2024,--,,girls,2024,2024,insidelacrosse
--,Renegades 2024,--,,girls,2024,2024,insidelacrosse
--,REV 2024 Black,--,,girls,2024,2024,insidelacrosse
--,REV 2024 Blue,--,,girls,2024,2024,insidelacrosse
--,SJ Shamrocks 2024,--,,girls,2024,2024,insidelacrosse
--,STEPS Elite NJ 2024 Blue,--,,girls,2024,2024,insidelacrosse
--,STEPS Elite NJ 2024 White,--,,girls,2024,2024,insidelacrosse
--,Storm Select 2024,--,,girls,2024,2024,insidelacrosse
--,Team 91 Carolina 2024 (Blue),--,,girls,2024,2024,insidelacrosse
--,The Storm 2024,--,,girls,2024,2024,insidelacrosse
--,TLC 2024 Gold,--,,girls,2024,2024,insidelacrosse
--,TLC 2024 Red,--,,girls,2024,2024,insidelacrosse
--,TLC 2024 White,--,,girls,2024,2024,insidelacrosse
--,TNLAX 2024,--,,girls,2024,2024,insidelacrosse
--,Triumph Aces 2024,--,,girls,2024,2024,insidelacrosse
--,True MI Kalamazoo H.S. 2024,--,,girls,2024,2024,insidelacrosse
--,True National 2024,--,,girls,2024,2024,insidelacrosse
--,True OH 2024/2025,--,,girls,2024,2024,insidelacrosse
--,True PA,--,,girls,2024,2024,insidelacrosse
--,True Pittsburg 2024,--,,girls,2024,2024,insidelacrosse
--,UPROAR 2024 ELITE,--,,girls,2024,2024,insidelacrosse
--,UPROAR 2024/2025 SELECT,--,,girls,2024,2024,insidelacrosse
--,Ultimate CC 2024 Blue,--,,girls,2024,2024,insidelacrosse
--,Ultimate NJ 2024 Blue,--,,girls,2024,2024,insidelacrosse
--,Ultimate PA 2024 Blue,--,,girls,2024,2024,insidelacrosse
--,Ultimate CLT 2024 Blue,--,,girls,2024,2024,insidelacrosse
--,Ultimate NC 2024 Blue,--,,girls,2024,2024,insidelacrosse
--,Valley Select HS Orange 2024,--,,girls,2024,2024,insidelacrosse
--,Xtreme 2024,--,,girls,2024,2024,insidelacrosse
--,LI Yellow Jackets 2024 Kildare,--,,girls,2024,2024,insidelacrosse
--,LI Yellow Jackets 2024 O'Sullivan,--,,girls,2024,2024,insidelacrosse
--,LI Yellow Jackets 2024 Ramos,--,,girls,2024,2024,insidelacrosse
--,LI Yellow Jackets Swarm 2024 Weiner,--,,girls,2024,2024,insidelacrosse
--,Yellow Jackets Mid Atlantic 2024 Rosenburg,--,,girls,2024,2024,insidelacrosse
--,Yellow Jackets North 2024 Mager,--,,girls,2024,2024,insidelacrosse
--,Yellow Jackets Rockland 2024,--,,girls,2024,2024,insidelacrosse
--,Yellow Jackets South 2024,--,,girls,2024,2024,insidelacrosse
--,Yellow Jackets South HS Open,--,,girls,2024,2024,insidelacrosse
--,York Invaders 2024,--,,girls,2024,2024,insidelacrosse
1,Madlax National 2024,99.9,,boys,2024,2020,insidelacrosse
2,Laxachusetts 2024 Black,98.29,,boys,2024,2020,insidelacrosse
3,Nationals Lacrosse Club 2024,96.81,,boys,2024,2020,insidelacrosse
4,Thunder LB3 National 2024,96.73,,boys,2024,2020,insidelacrosse
5,Madlax Capital 2024,96.32,,boys,2024,2020,insidelacrosse
6,Carolina Miners 2024,94.62,,boys,2024,2020,insidelacrosse
7,Mad Dog NJ 2024,94.35,,boys,2024,2020,insidelacrosse
8,True Illinois 2024,94.35,,boys,2024,2020,insidelacrosse
9,Iron Horse Team Texas 2024,93.5,,boys,2024,2020,insidelacrosse
10,Looney's 2024 Old Bay,93.28,,boys,2024,2020,insidelacrosse
11,Laxachusetts 2024 Yellow,93.04,,boys,2024,2020,insidelacrosse
12,Annapolis Hawks 2024,92.87,,boys,2024,2020,insidelacrosse
13,West Coast Starz 2024,92.72,,boys,2024,2020,insidelacrosse
14,Sweetlax National 2024,92.66,,boys,2024,2020,insidelacrosse
15,Primetime 2024,92.38,,boys,2024,2020,insidelacrosse
16,LKS 2024,91.52,,boys,2024,2020,insidelacrosse
17,4Leaf 2024 Army,91.51,,boys,2024,2020,insidelacrosse
18,Thunder 2024 Blue,91.36,,boys,2024,2020,insidelacrosse
19,Team 91 Maryland 2024,91.11,,boys,2024,2020,insidelacrosse
20,Next Level 2024 Blue,91.09,,boys,2024,2020,insidelacrosse
21,Littlenecks 2024,91.02,,boys,2024,2020,insidelacrosse
22,Baltimore Crabs 2024,90.84,,boys,2024,2020,insidelacrosse
23,Resolute 2024,90.72,,boys,2024,2020,insidelacrosse
24,Gorilla 2024 Silver,90.62,,boys,2024,2020,insidelacrosse
25,FCA MD 2024 Blue,90.4,,boys,2024,2020,insidelacrosse
26,Brotherly Love 2024 Apollo,90.29,,boys,2024,2020,insidelacrosse
27,LI Legacy 2024,90.13,,boys,2024,2020,insidelacrosse
28,Big 4 HHH 2024,90.11,,boys,2024,2020,insidelacrosse
29,NH Tomahawks 2024 Purple,89.9,,boys,2024,2020,insidelacrosse
30,Team Illinois 2024,89.72,,boys,2024,2020,insidelacrosse
31,Sweetlax FL 2024,89.71,,boys,2024,2020,insidelacrosse
32,BBL Elite 2024,89.62,,boys,2024,2020,insidelacrosse
33,NXT 2024 Black,89.29,,boys,2024,2020,insidelacrosse
34,FCA MD 2024 White,89.04,,boys,2024,2020,insidelacrosse
35,Philadelphia Freedom 2024 Red,89.02,,boys,2024,2020,insidelacrosse
36,VLC 2024,88.95,,boys,2024,2020,insidelacrosse
37,Jersey Thunder 2024,88.94,,boys,2024,2020,insidelacrosse
38,Patriot Elite 2024 Chrome,88.81,,boys,2024,2020,insidelacrosse
39,Denver Elite 2024 Silver,88.76,,boys,2024,2020,insidelacrosse
40,API 2024,88.33,,boys,2024,2020,insidelacrosse
41,Tri-State 2024,88.25,,boys,2024,2020,insidelacrosse
42,3D New England 2024 Red,88.23,,boys,2024,2020,insidelacrosse
43,Tribal 2024,87.92,,boys,2024,2020,insidelacrosse
44,Juiced Cherries 2024,87.77,,boys,2024,2020,insidelacrosse
45,iM3 2024,87.73,,boys,2024,2020,insidelacrosse
46,Mesa PA 2024,87.58,,boys,2024,2020,insidelacrosse
47,Eclipse 2024 Orange AA,87.53,,boys,2024,2020,insidelacrosse
48,Rising Sons 2024 Navy,87.45,,boys,2024,2020,insidelacrosse
49,Top Caliber 2024,87.2,,boys,2024,2020,insidelacrosse
50,DC Express 2024 Black,87.15,,boys,2024,2020,insidelacrosse
51,Leading Edge 2024,87.14,,boys,2024,2020,insidelacrosse
52,Florida Crabs 2024,87.07,,boys,2024,2020,insidelacrosse
53,Team 91 Carolina 2024,86.81,,boys,2024,2020,insidelacrosse
54,NXT 2024,86.61,,boys,2024,2020,insidelacrosse
55,Sweetlax NY 2024,86.58,,boys,2024,2020,insidelacrosse
56,Cape Cod Kings 2024,86.42,,boys,2024,2020,insidelacrosse
57,LI Legacy 2024 Launch,86.4,,boys,2024,2020,insidelacrosse
58,3D Georgia 2024 AA,86.38,,boys,2024,2020,insidelacrosse
59,SouthShore 2024,86.35,,boys,2024,2020,insidelacrosse
60,True National Midwest 2024,86.35,,boys,2024,2020,insidelacrosse
61,Gonzo 2024,86.26,,boys,2024,2020,insidelacrosse
62,2Way 2024,86.14,,boys,2024,2020,insidelacrosse
63,New England Twisters 2024,86.1,,boys,2024,2020,insidelacrosse
64,Team 91 Long Island 2024 Menace,85.94,,boys,2024,2020,insidelacrosse
65,Sidewinders 2024 Black,85.87,,boys,2024,2020,insidelacrosse
66,CW Elite 2024,85.7,,boys,2024,2020,insidelacrosse
67,NJ Riot 2024 Chaos,85.69,,boys,2024,2020,insidelacrosse
68,HLC 2024,85.44,,boys,2024,2020,insidelacrosse
69,Penguins Select 2024 Blue,85.44,,boys,2024,2020,insidelacrosse
70,Team 11 2024,85.42,,boys,2024,2020,insidelacrosse
71,True Annapolis 2024,85.37,,boys,2024,2020,insidelacrosse
72,RIchmond Hawks 2024,85.33,,boys,2024,2020,insidelacrosse
73,Thundercanes 2024 Black,85.31,,boys,2024,2020,insidelacrosse
74,802 Lacrosse 2024,85.28,,boys,2024,2020,insidelacrosse
75,RI Bulldogs 2024,85.22,,boys,2024,2020,insidelacrosse
76,3D Colorado 2024 AA,85.1,,boys,2024,2020,insidelacrosse
77,302 Elite 2024,85.04,,boys,2024,2020,insidelacrosse
78,The Javelinas,85.02,,boys,2024,2020,insidelacrosse
79,Koopers 2024,84.97,,boys,2024,2020,insidelacrosse
80,Coyotes 2024 Blue,84.9,,boys,2024,2020,insidelacrosse
81,True National Mid Atlantic 2024,84.72,,boys,2024,2020,insidelacrosse
82,MDXR 2024,84.51,,boys,2024,2020,insidelacrosse
83,Blue Star 2024 White,84.45,,boys,2024,2020,insidelacrosse
84,Shamrocks 2024,84.45,,boys,2024,2020,insidelacrosse
85,Baltimore Breakers 2024,84.41,,boys,2024,2020,insidelacrosse
86,Laxachusetts 2024 Navy,84.35,,boys,2024,2020,insidelacrosse
87,Bucks Select 2024 Black,84.33,,boys,2024,2020,insidelacrosse
88,Thunder 2024 Orange,84.33,,boys,2024,2020,insidelacrosse
89,Laxachusetts 2024 Green,84.2,,boys,2024,2020,insidelacrosse
90,NH Tomahawks 2024 Gold,84.17,,boys,2024,2020,insidelacrosse
91,ALC Bay Raiders 2024,84.04,,boys,2024,2020,insidelacrosse
92,Eclipse 2024 Yellow A,83.64,,boys,2024,2020,insidelacrosse
93,Arizona Outlaws 2024,83.63,,boys,2024,2020,insidelacrosse
94,Looney's 2024 Green,83.51,,boys,2024,2020,insidelacrosse
95,Team MN 2024,83.45,,boys,2024,2020,insidelacrosse
96,Saltwater 2024,83.26,,boys,2024,2020,insidelacrosse
97,Bucks Select 2024 Red,83.21,,boys,2024,2020,insidelacrosse
98,True Florida 2024,83.2,,boys,2024,2020,insidelacrosse
99,Laxachusetts 2024 White,82.85,,boys,2024,2020,insidelacrosse
100,True Pittsburgh 2024,82.71,,boys,2024,2020,insidelacrosse
101,Colorado Scorpions 2024,82.62,,boys,2024,2020,insidelacrosse
102,Brotherhood 2024A,82.51,,boys,2024,2020,insidelacrosse
103,RC Lacrosse 2024,82.36,,boys,2024,2020,insidelacrosse
104,Omnia 2024,82.35,,boys,2024,2020,insidelacrosse
105,Blue Star 2024 Navy,82.17,,boys,2024,2020,insidelacrosse
106,Fusion 2024,82.1,,boys,2024,2020,insidelacrosse
107,HEADstrong 2024,82.1,,boys,2024,2020,insidelacrosse
108,3D Maryland 2024,82.01,,boys,2024,2020,insidelacrosse
109,NJ Riot 2024 Rockland,81.83,,boys,2024,2020,insidelacrosse
110,CT Valley 2024 Blue,81.65,,boys,2024,2020,insidelacrosse
111,Ultimate Pittsburgh 2024 White,81.53,,boys,2024,2020,insidelacrosse
112,Bucktown 2024,81.39,,boys,2024,2020,insidelacrosse
113,3D New England 2024 Blue,81.38,,boys,2024,2020,insidelacrosse
114,TEAM Lacrosse 2024,81.33,,boys,2024,2020,insidelacrosse
115,FLC Elite 2024,81.29,,boys,2024,2020,insidelacrosse
116,3D Texas 2024,81.23,,boys,2024,2020,insidelacrosse
117,Patriot Elite 2024,81.15,,boys,2024,2020,insidelacrosse
118,United 2024,81.07,,boys,2024,2020,insidelacrosse
119,Ultimate 2024,80.99,,boys,2024,2020,insidelacrosse
120,EMass Hawks 2024,80.87,,boys,2024,2020,insidelacrosse
121,NXT 2024 Silver,80.83,,boys,2024,2020,insidelacrosse
122,4Leaf 2024 Navy,80.76,,boys,2024,2020,insidelacrosse
123,Piatelli Central 2024 AA,80.7,,boys,2024,2020,insidelacrosse
124,Cavalier 2024,80.66,,boys,2024,2020,insidelacrosse
125,Black Bear 2024,80.49,,boys,2024,2020,insidelacrosse
126,HGR 2024 Blue,80.4,,boys,2024,2020,insidelacrosse
127,True Baltimore 2024,80.35,,boys,2024,2020,insidelacrosse
128,Team Maryland 2024,80.27,,boys,2024,2020,insidelacrosse
129,Littlenecks 2024/2025,79.8,,boys,2024,2020,insidelacrosse
130,Philadelphia Freedom 2024 White,79.78,,boys,2024,2020,insidelacrosse
131,Sidewinders 2024 Volt,79.69,,boys,2024,2020,insidelacrosse
132,DelCo 2024,79.35,,boys,2024,2020,insidelacrosse
133,Team 91 NJ West 2024-2025,79.35,,boys,2024,2020,insidelacrosse
134,2 Knights 2024,79.33,,boys,2024,2020,insidelacrosse
135,DC Express 2024 Orange,79.25,,boys,2024,2020,insidelacrosse
136,Summit Elite 2024 Blue,79.15,,boys,2024,2020,insidelacrosse
137,Denver Elite 2024 Blue,79.1,,boys,2024,2020,insidelacrosse
138,HOCO 2024,79.04,,boys,2024,2020,insidelacrosse
139,Kings 2024 Green,78.99,,boys,2024,2020,insidelacrosse
140,Arsenal 2024/25,78.71,,boys,2024,2020,insidelacrosse
141,True Maryland 2024,78.69,,boys,2024,2020,insidelacrosse
142,Rising Sons 2024,78.56,,boys,2024,2020,insidelacrosse
143,Next Level 2024 Red,78.53,,boys,2024,2020,insidelacrosse
144,Harlem Boston 2024,78.46,,boys,2024,2020,insidelacrosse
145,Rainier Royals 2024,78.39,,boys,2024,2020,insidelacrosse
146,Gaffer Elite 2024,78.32,,boys,2024,2020,insidelacrosse
147,Cape Cod Kings 2024-25,77.99,,boys,2024,2020,insidelacrosse
148,Penguins 2024 Orange,77.81,,boys,2024,2020,insidelacrosse
149,Zingos 2024 Black,77.75,,boys,2024,2020,insidelacrosse
150,Thundercanes 2024 Orange,77.58,,boys,2024,2020,insidelacrosse
151,Seven Hills 2024,77.52,,boys,2024,2020,insidelacrosse
152,Team 91 Colorado 2024,76.93,,boys,2024,2020,insidelacrosse
153,Northside Hustle 2024,76.83,,boys,2024,2020,insidelacrosse
154,Blue Label 2024,76.7,,boys,2024,2020,insidelacrosse
155,3D Colorado 2024 Scorpions,76.36,,boys,2024,2020,insidelacrosse
156,Brady's Bunch 2024,76.33,,boys,2024,2020,insidelacrosse
157,Falcons 2024,76.18,,boys,2024,2020,insidelacrosse
158,Sixers 2024,75.65,,boys,2024,2020,insidelacrosse
159,Team 91 NJ South 2024,75.44,,boys,2024,2020,insidelacrosse
160,EMass Hawks 2024/25,75.42,,boys,2024,2020,insidelacrosse
161,Catamount 2024,75.03,,boys,2024,2020,insidelacrosse
162,MDX-R North 24/25,75.01,,boys,2024,2020,insidelacrosse
163,Dukes Young Guns 2024,74.73,,boys,2024,2020,insidelacrosse
164,Patriot Stars 2024,74.33,,boys,2024,2020,insidelacrosse
165,Blak Widow 2024,74.27,,boys,2024,2020,insidelacrosse
166,HGR 2024 Green,73.86,,boys,2024,2020,insidelacrosse
167,True Colorado 2024,73.11,,boys,2024,2020,insidelacrosse
168,Cold Brook 2024/25,71.12,,boys,2024,2020,insidelacrosse
--,3D NE South 2024,--,,boys,2024,2020,insidelacrosse
--,Annapolis Hawks 2024-2025,--,,boys,2024,2020,insidelacrosse
--,BBL Helix 2024,--,,boys,2024,2020,insidelacrosse
--,Blue Star 2024 Blue,--,,boys,2024,2020,insidelacrosse
--,Dukes National 2024,--,,boys,2024,2020,insidelacrosse
--,Express North 2024 Lawrence,--,,boys,2024,2020,insidelacrosse
--,Harvest 2024,--,,boys,2024,2020,insidelacrosse
--,Headstrong Lehigh Valley 2024,--,,boys,2024,2020,insidelacrosse
--,Tribal 2024 SJ,--,,boys,2024,2020,insidelacrosse
--,L4 Select 2024,--,,boys,2024,2020,insidelacrosse
--,Lax Mafia 2024 National,--,,boys,2024,2020,insidelacrosse
--,Legends National 2024,--,,boys,2024,2020,insidelacrosse
--,Team Eighteen 2024,--,,boys,2024,2020,insidelacrosse
--,MDX-R 2024 Red,--,,boys,2024,2020,insidelacrosse
--,NJ Riot 2024 Mayhem,--,,boys,2024,2020,insidelacrosse
--,PA Roughriders 2024,--,,boys,2024,2020,insidelacrosse
--,Piatelli Pioneer 2024 AA,--,,boys,2024,2020,insidelacrosse
--,Predators 2024,--,,boys,2024,2020,insidelacrosse
--,Rhino National 2024,--,,boys,2024,2020,insidelacrosse
--,Rising Sons 2024 White,--,,boys,2024,2020,insidelacrosse
--,Rock 2024,--,,boys,2024,2020,insidelacrosse
--,Team MN 2024,--,,boys,2024,2020,insidelacrosse
--,True Elite 2024,--,,boys,2024,2020,insidelacrosse
--,True National 2024 Black,--,,boys,2024,2020,insidelacrosse
--,True National 2024 Green,--,,boys,2024,2020,insidelacrosse
--,True New Jersey 2024,--,,boys,2024,2020,insidelacrosse
--,True Utah 2024 Black,--,,boys,2024,2020,insidelacrosse
--,True Utah 2024 Green,--,,boys,2024,2020,insidelacrosse
--,Yeti 2024 Blue,--,,boys,2024,2020,insidelacrosse
--,Yeti 2024-2025 Black,--,,boys,2024,2020,insidelacrosse
--,True Blue 2028,--,,girls,2028,2019,insidelacrosse
--,3 Point Lacrosse 2028,--,,girls,2028,2024,insidelacrosse
--,Aces Navy 2028,--,,girls,2028,2024,insidelacrosse
--,AIM 2028,--,,girls,2028,2024,insidelacrosse
--,Atlantic Shore 2028,--,,girls,2028,2024,insidelacrosse
--,Black Bear 2028/2029,--,,girls,2028,2024,insidelacrosse
--,Coppermine Black 2028,--,,girls,2028,2024,insidelacrosse
--,Doylestown Descendants 2028,--,,girls,2028,2024,insidelacrosse
--,ESLC Pirates 2028,--,,girls,2028,2024,insidelacrosse
--,Freestyle Lacrosse 2028,--,,girls,2028,2024,insidelacrosse
--,Grit Austin 2028,--,,girls,2028,2024,insidelacrosse
--,Hero's 2028 Green,--,,girls,2028,2024,insidelacrosse
--,Lake Effect Storm Elite 2028,--,,girls,2028,2024,insidelacrosse
--,Next Level 2028,--,,girls,2028,2024,insidelacrosse
--,NXT 2028 Black,--,,girls,2028,2024,insidelacrosse
--,NXT 2028 Volt,--,,girls,2028,2024,insidelacrosse
--,NXT Air Spark 2028,--,,girls,2028,2024,insidelacrosse
--,Orange Crush 2028,--,,girls,2028,2024,insidelacrosse
--,Phantastix 2028 West,--,,girls,2028,2024,insidelacrosse
--,Philadelphia Freedom 2028 Red,--,,girls,2028,2024,insidelacrosse
--,Philadelphia Freedom 2028 White,--,,girls,2028,2024,insidelacrosse
--,PPLC Blue 2028/2029,--,,girls,2028,2024,insidelacrosse
--,PRIDE 2028 RED LOUDOUN,--,,girls,2028,2024,insidelacrosse
--,Red Hots 2028,--,,girls,2028,2024,insidelacrosse
--,Salt City Snipers 2028 Green,--,,girls,2028,2024,insidelacrosse
--,Salt City Snipers 2028 Pink,--,,girls,2028,2024,insidelacrosse
--,Sozo 2028 Red,--,,girls,2028,2024,insidelacrosse
--,Ultimate CC 2028,--,,girls,2028,2024,insidelacrosse
--,Ultimate LV 2028,--,,girls,2028,2024,insidelacrosse
--,Ultimate NJ 2028,--,,girls,2028,2024,insidelacrosse
--,Ultimate PA 2028,--,,girls,2028,2024,insidelacrosse
--,Xtreme 2028,--,,girls,2028,2024,insidelacrosse
1,Team 91 Long Island 2024 Wolfpack,99.9,,boys,2024,2023,insidelacrosse
2,True Illinois 2024 Premier AA,99.19,,boys,2024,2023,insidelacrosse
3,Baltimore Crabs 2024,98.92,,boys,2024,2023,insidelacrosse
4,Carolina Miners 2024 Black,98.75,,boys,2024,2023,insidelacrosse
5,LI Legacy 2024 Taz,98.22,,boys,2024,2023,insidelacrosse
6,3D New England 2024 Red,98.21,,boys,2024,2023,insidelacrosse
7,Brotherly Love 2024 Mueller-Hercules,98.1,,boys,2024,2023,insidelacrosse
8,Annapolis Hawks 2024 Green,97.98,,boys,2024,2023,insidelacrosse
9,Next Level 2024 Blue,97.75,,boys,2024,2023,insidelacrosse
10,True National 2024 Black,97.5,,boys,2024,2023,insidelacrosse
11,Denver Elite 2024 Silver,97.48,,boys,2024,2023,insidelacrosse
12,Team 91 CO 2024 Turbo,97.46,,boys,2024,2023,insidelacrosse
13,Laxachusetts 2024 Black,97.16,,boys,2024,2023,insidelacrosse
14,Thunder 2024 Blue,96.66,,boys,2024,2023,insidelacrosse
15,Tri-State 2024,96.65,,boys,2024,2023,insidelacrosse
16,Primetime 2024,96.61,,boys,2024,2023,insidelacrosse
17,Mad Dog West Elite 2024 Black,96.51,,boys,2024,2023,insidelacrosse
18,Leading Edge 2024,96.5,,boys,2024,2023,insidelacrosse
19,FCA MD 2024 Blue,96.41,,boys,2024,2023,insidelacrosse
20,Team 91 South 2024,96.4,,boys,2024,2023,insidelacrosse
21,BBL Elite 2024 Black,96.35,,boys,2024,2023,insidelacrosse
22,West Coast Starz 2024 Gold,96.19,,boys,2024,2023,insidelacrosse
23,LI Express 2024 Schwalje,96.0,,boys,2024,2023,insidelacrosse
24,Team 91 Colorado 2024 Red,95.97,,boys,2024,2023,insidelacrosse
25,Team 91 Maryland 2024,95.83,,boys,2024,2023,insidelacrosse
26,Express North 2024 Black,95.73,,boys,2024,2023,insidelacrosse
27,4Leaf 2024 Army,95.72,,boys,2024,2023,insidelacrosse
28,Eclipse 2024 Black,95.61,,boys,2024,2023,insidelacrosse
29,ADVNC NDP NorCal 2024,95.44,,boys,2024,2023,insidelacrosse
30,Sweetlax 2024 Navy,95.37,,boys,2024,2023,insidelacrosse
31,NE Twisters 2024 Blue,95.35,,boys,2024,2023,insidelacrosse
32,True Baltimore 2024 Black,95.11,,boys,2024,2023,insidelacrosse
33,Resolute 2024 Black,95.02,,boys,2024,2023,insidelacrosse
34,Big 4 HHH 2024,95.01,,boys,2024,2023,insidelacrosse
35,Team 91 Charlotte 2024 Blue,94.99,,boys,2024,2023,insidelacrosse
36,Madlax Capital 2024,94.91,,boys,2024,2023,insidelacrosse
37,Shore2Shore 2024 Vikings,94.85,,boys,2024,2023,insidelacrosse
38,NH Tomahawks 2024 Purple,94.68,,boys,2024,2023,insidelacrosse
39,2Way 2024 Black,94.65,,boys,2024,2023,insidelacrosse
40,Philadelphia Freedom 2024 Red,94.62,,boys,2024,2023,insidelacrosse
41,Edge 2024,94.45,,boys,2024,2023,insidelacrosse
42,Duke's Elite 2024,94.37,,boys,2024,2023,insidelacrosse
43,Nationals Lacrosse Club 2024,94.36,,boys,2024,2023,insidelacrosse
44,RI Bulldogs 2024 Black,94.29,,boys,2024,2023,insidelacrosse
45,True MN 2024 AAA,94.2,,boys,2024,2023,insidelacrosse
46,Texas Nationals 2024,94.19,,boys,2024,2023,insidelacrosse
47,DC Express 2024 Black,94.07,,boys,2024,2023,insidelacrosse
48,CW Elite 2024,94.07,,boys,2024,2023,insidelacrosse
49,Juiced Cherries 2024,94.03,,boys,2024,2023,insidelacrosse
50,Legends National 2024,94.01,,boys,2024,2023,insidelacrosse
51,Sweetlax FL 2024,93.99,,boys,2024,2023,insidelacrosse
52,Fighting Clams 2024,93.98,,boys,2024,2023,insidelacrosse
53,Orange Crush 2024,93.91,,boys,2024,2023,insidelacrosse
54,ADVNC National 2024,93.9,,boys,2024,2023,insidelacrosse
55,Predators 2024,93.89,,boys,2024,2023,insidelacrosse
56,NE Blazers 2024,93.87,,boys,2024,2023,insidelacrosse
57,True National 2024 Green,93.55,,boys,2024,2023,insidelacrosse
58,NXT 2024 Mamba,93.45,,boys,2024,2023,insidelacrosse
59,Harvest 2024,93.43,,boys,2024,2023,insidelacrosse
60,Team Oregon 2024 AA,93.41,,boys,2024,2023,insidelacrosse
61,Patriot Elite 2024 Green,93.4,,boys,2024,2023,insidelacrosse
62,Brotherly Love 2024 Apollo,93.37,,boys,2024,2023,insidelacrosse
63,Eclipse 2024 Orange,93.22,,boys,2024,2023,insidelacrosse
64,Team MN 2024,93.11,,boys,2024,2023,insidelacrosse
65,HOCO 2024,93.02,,boys,2024,2023,insidelacrosse
66,Team 91 Georgia 2024,92.85,,boys,2024,2023,insidelacrosse
67,Sweetlax Upstate 2024,92.67,,boys,2024,2023,insidelacrosse
68,UNRL National 2024,92.67,,boys,2024,2023,insidelacrosse
69,Laxachusetts 2024 Yellow,92.64,,boys,2024,2023,insidelacrosse
70,True Utah 2024 AA,92.61,,boys,2024,2023,insidelacrosse
71,Patriot Elite 2024,92.6,,boys,2024,2023,insidelacrosse
72,Alpha 2024 Premiere AA,92.46,,boys,2024,2023,insidelacrosse
73,California Gold 2024,92.45,,boys,2024,2023,insidelacrosse
74,Clams 2024 Blue,92.39,,boys,2024,2023,insidelacrosse
75,Prostart 2024 Blue,92.39,,boys,2024,2023,insidelacrosse
76,Team 91 Carolina 2024,92.35,,boys,2024,2023,insidelacrosse
77,True National 2024 White,92.34,,boys,2024,2023,insidelacrosse
78,3D Colorado 2024 AA Red,92.33,,boys,2024,2023,insidelacrosse
